Timestamp,Media Type,Title,Year,IMDBID,Genre
6/10/2024 10:58:44,DVD,Constantine,2005,tt0360486,"Action, Fantasy, Horror"
6/10/2024 10:59:23,DVD,Cocktail,1988,tt0094889,"Comedy, Drama, Romance"
6/10/2024 11:00:28,DVD,Clash of the Titans,1981,tt0082186,"Action, Adventure, Family"
6/10/2024 11:03:05,DVD,Cinderella III: A Twist in Time,2007,tt0465940,"Adventure, Animation, Family"
6/10/2024 11:04:03,DVD,Charlotte's Web,2006,tt0413895,"Adventure, Comedy, Family"
6/10/2024 11:05:22,DVD,Catch that Kid,2004,tt0337917,"Action, Adventure, Comedy"
6/10/2024 11:06:54,DVD,Catch Me if You Can,2002,tt0264464,"Biography, Crime, Drama"
6/10/2024 11:07:58,DVD,Cast Away,2000,tt0162222,"Adventure, Drama, Romance"
6/10/2024 11:10:18,DVD,Care Bears: Kingdom of Caring,1986,,Animation
6/10/2024 11:11:28,DVD,Care Bears: Land of Enchantment,2004,,Animation
6/10/2024 11:12:18,DVD,Care Bears: Space Bubbles and Cheer Bear's Chance,1988,,Animation
6/10/2024 11:13:23,DVD,"Cable Guy, The",1996,tt0115798,"Comedy, Drama, Thriller"
6/10/2024 11:15:05,VHS,Road to El Dorado,2000,tt0138749,"Adventure, Animation, Comedy"
6/10/2024 11:16:01,VHS,Dumbo,1941,tt0033563,"Adventure, Animation, Drama"
6/10/2024 11:17:14,VHS,Darby O'Gill and the Little People,1959,tt0052722,"Adventure, Family, Fantasy"
6/10/2024 11:18:35,VHS,Demolition Man,1993,tt0106697,"Action, Sci-Fi, Thriller"
6/10/2024 11:19:14,VHS,Desk Set,1957,tt0050307,"Comedy, Romance"
6/10/2024 11:20:27,VHS,Deep Impact,1998,tt0120647,"Action, Drama, Sci-Fi"
6/10/2024 11:21:42,VHS,"Deer Hunter, The",1978,tt0077416,"Drama, War"
6/10/2024 11:23:40,VHS,Dead Poet's Society,1989,tt0097165,"Comedy, Drama"
6/10/2024 11:25:39,DVD,Dante's Peak,1997,tt0118928,"Action, Adventure, Thriller"
6/10/2024 11:26:20,VHS,Dave,1993,tt0106673,"Comedy, Romance"
6/10/2024 11:27:46,VHS,Dances with Wolves,1990,tt0099348,"Adventure, Drama, Western"
6/10/2024 11:28:39,VHS,"Delta Force, The",1986,tt0090927,"Action, Adventure, Drama"
6/10/2024 11:29:52,VHS,Doctor Dolittle,1998,tt0118998,"Comedy, Family, Fantasy"
6/10/2024 11:30:18,VHS,Doctor Dolittle,1998,tt0118998,"Comedy, Family, Fantasy"
6/10/2024 11:31:08,VHS,Disclosure,1994,tt0109635,"Drama, Thriller"
6/10/2024 11:32:35,DVD,Citizen Kane,1941,tt0033467,"Drama, Mystery"
6/10/2024 11:33:55,VHS,Doctor Who: The Tenth Planet,1966,,"Adventure, Drama, Sci-Fi"
6/10/2024 11:34:54,VHS,Dirty Rotten Scoundrels,1988,tt0095031,"Comedy, Crime"
6/10/2024 11:35:35,VHS,Dances with Wolves,1990,tt0099348,"Adventure, Drama, Western"
6/10/2024 11:36:14,VHS,Days of Thunder,1990,tt0099371,"Action, Drama, Sport"
6/10/2024 15:35:53,DVD,Starship Troopers,1997,tt0120201,"Action, Adventure, Sci-Fi"
6/10/2024 15:36:35,DVD,Young Frankenstein,1974,tt0072431,Comedy
6/10/2024 15:37:25,DVD,Three Amigos!,1986,tt0092086,"Comedy, Western"
6/10/2024 15:38:04,DVD,Rocky IV,1985,tt0089927,"Drama, Sport"
6/10/2024 15:38:38,DVD,Flash Gordon,1980,tt0080745,"Action, Adventure, Sci-Fi"
6/10/2024 15:39:11,DVD,Elf,2003,tt0319343,"Adventure, Comedy, Family"
6/10/2024 15:40:00,DVD,Ernest Saves Christmas,1988,tt0095107,"Comedy, Family, Fantasy"
6/10/2024 15:40:46,DVD,Dumb and Dumber To,2014,tt2096672,Comedy
6/10/2024 15:42:00,DVD,Bram Stoker's Dracula,1992,tt0103874,"Fantasy, Horror, Romance"
6/10/2024 15:42:42,DVD,Dogma,1999,tt0120655,"Adventure, Comedy, Drama"
6/10/2024 15:43:37,DVD,Dodgeball: A  True Underdog Story,2004,tt0364725,"Comedy, Sport"
6/10/2024 15:44:29,DVD,Dangerous Minds,1995,tt0112792,"Biography, Drama"
6/10/2024 15:45:09,DVD,"Dark Knight, The",2008,tt0468569,"Action, Crime, Drama"
6/10/2024 15:46:00,DVD,Dawn of the Dead,2004,tt0363547,"Action, Horror"
6/10/2024 15:46:44,DVD,Dark Passage,1947,tt0039302,"Film-Noir, Thriller"
6/10/2024 15:47:42,DVD,Deadpool,2016,tt1431045,"Action, Comedy"
6/10/2024 15:49:57,VHS,Roots: The Next Generations Part VII,1979,tt1877197,"Biography, Drama, History"
6/10/2024 15:50:49,DVD,"Dude, Where's my Car?",2000,tt0242423,"Comedy, Mystery, Sci-Fi"
6/10/2024 15:51:58,DVD,Die Hard,1988,tt0095016,"Action, Thriller"
6/10/2024 15:52:56,DVD,Despicable Me 2,2013,tt1690953,"Adventure, Animation, Comedy"
6/10/2024 15:53:37,DVD,Despicable Me,2010,tt1323594,"Adventure, Animation, Comedy"
6/10/2024 15:55:25,VHS,Die Hard with a Vengeance,1995,tt0112864,"Action, Adventure, Thriller"
6/10/2024 15:56:36,DVD,Die Hard 2,1990,tt0099423,"Action, Thriller"
6/10/2024 15:57:19,VHS,Dimples,1936,tt0027527,"Family, Musical"
6/10/2024 15:58:53,VHS,Dirty Dancing,1987,tt0092890,"Drama, Music, Romance"
6/10/2024 15:59:37,VHS,Dirty Dancing,1987,tt0092890,"Drama, Music, Romance"
6/12/2024 7:26:13,VHS,Walt Disney Cartoon Classics Donald's Scary Tales,,,Animation
6/12/2024 7:27:05,VHS,Double Jeopardy,1999,tt0150377,"Crime, Drama, Mystery"
6/12/2024 7:27:40,VHS,Down and Out in Beverly Hills,1986,tt0090966,Comedy
6/12/2024 7:28:24,VHS,"Devil's Own, The",1997,,"Action, Crime, Drama"
6/12/2024 7:29:04,VHS,Domestic Disturbance,2001,tt0249478,"Crime, Thriller"
6/12/2024 7:29:41,VHS,Down Periscope,1996,tt0116130,Comedy
6/12/2024 7:30:26,VHS,Doctor Zhivago,1965,tt0059113,"Drama, Romance, War"
6/12/2024 7:31:04,VHS,"Dolly Sisters, The",1945,tt0037651,"Biography, Drama, Musical"
6/12/2024 7:53:12,DVD,Wizards,1977,tt0076929,"Adventure, Animation, Fantasy"
6/13/2024 7:41:32,VHS,"End of the Affair, The",1999,,"Drama, Romance"
6/13/2024 7:42:08,VHS,"English Patient, The",1996,tt0116209,"Drama, Romance, War"
6/13/2024 7:42:49,VHS,"Enemy Below, The",1957,tt0050356,"Action, Adventure, Drama"
6/13/2024 7:43:40,VHS,Enemy of the State,1998,tt0120660,"Action, Thriller"
6/13/2024 7:44:22,VHS,Dr. Dolittle 2,2001,tt0240462,"Comedy, Family, Fantasy"
6/13/2024 7:45:01,VHS,Driving Miss Daisy,1989,tt0097239,"Comedy, Drama"
6/13/2024 7:45:48,VHS,Duck Tales High-Flying Hero,1988,,Animation
